Country,Region,Year,Month,Chamber Type,Chamber Total Seats,Total women,% Of Women in Chamber,NOTES,election_type
Austria,EUR,1998,,Upper,62,13,0.20967741935483872,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,1999,,Upper,63,9,0.14285714285714285,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2000,,Upper,63,9,0.14285714285714285,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2001,,Upper,63,9,0.14285714285714285,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2002,,Upper,62,16,0.25806451612903225,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2003,,Upper,62,16,0.25806451612903225,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2004,,Upper,62,17,0.27419354838709675,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2005,,Upper,62,16,0.25806451612903225,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2006,,Upper,61,18,0.29508196721311475,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2007,,Upper,61,15,0.2459016393442623,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2008,,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2009,,Upper,61,18,0.29508196721311475,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2010,,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2011,,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2014,,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2015,,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2016,,Upper,61,18,0.29508196721311475,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2012,,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2013,january,Upper,61,19,0.3114754098360656,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Austria,EUR,2013,October,Upper,62,18,0.2903225806451613,,Renewal
Austria,EUR,2017,,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections,Renewal
Barbados,AME,2013,,Upper,21,6,0.2857142857142857,,Election
Barbados,AME,2018,May,Lower,30,6,0.2,,Election
Barbados,AME,2018,June,Upper,21,8,0.38095238095238093,,Election
Belarus,EUR,1990,,Single,316,12,0.0379746835443038,The Soviet Supreme of the SSR of Belarus became the first legislature of Belarus after the country became independent on 25 August 1991. Belarus women were previously elected to the Supreme Soviet of the SSR of Belarus and to the Parliament of the USSR,Election
Belarus,EUR,1996,,Lower,110,5,0.045454545454545456,,Election
Belarus,EUR,1997,,Upper,61,19,0.3114754098360656,"The nominal number of seats is 64, but there are 3 vacancies. The President may appoint up to 8 members; only 5 were appointed.",Election
Belarus,EUR,2000,,Lower,97,10,0.10309278350515463,"The nominal number of seats is 110, but there were 13 vacancies. The elections face nation-wide boycotts and the opposition hardly participated. 13 constituencies did not hold elections.",Election
Belarus,EUR,2000,,Upper,62,18,0.2903225806451613,"The nominal number of seats is 64, but there are 2 vacancies. The President may appoint up to 8 members; only 6 were appointed.",Election
Belarus,EUR,2004,,Lower,107,31,0.2897196261682243,,Election
Belarus,EUR,2004,november,Lower,109,32,0.29357798165137616,,Election
Belarus,EUR,2004,,Upper,57,18,0.3157894736842105,"The nominal number of seats is 64, but there are 7 vacancies. The President may appoint up to 8 members; only 1 was appointed.",Election
Belarus,EUR,2008,,Lower,110,35,0.3181818181818182,,Election
Belarus,EUR,2008,,Upper,56,19,0.3392857142857143,"The nominal number of seats is 64, but there are 7 vacancies. The President may appoint up to 8 members; only 1 was appointed.",Election
Belarus,EUR,2012,,Lower,110,29,0.2636363636363636,,Election
Belarus,EUR,2016,,Lower,110,30,0.2727272727272727,,Election
Belarus,EUR,2016,,Upper,58,19,0.3275862068965517,,Election
Belarus,EUR,2012,september,Upper,56,20,0.35714285714285715,,Election
Belarus,EUR,2016,September,Upper,110,38,0.34545454545454546,,Election
Belgium,EUR,1946,,Lower,202,3,0.01485148514851485,,Election
Belgium,EUR,1946,,Upper,167,5,0.029940119760479042,,Election
Belgium,EUR,1949,,Lower,212,5,0.02358490566037736,,Election
Belgium,EUR,1949,,Upper,175,7,0.04,,Election
Belgium,EUR,1950,,Lower,212,7,0.0330188679245283,,Election
Belgium,EUR,1950,,Upper,175,7,0.04,,Election
Belgium,EUR,1954,,Lower,212,9,0.04245283018867924,,Election
Belgium,EUR,1954,,Upper,175,6,0.03428571428571429,,Election
Belgium,EUR,1958,,Lower,212,9,0.04245283018867924,,Election
Belgium,EUR,1958,,Upper,175,6,0.03428571428571429,,Election
Belgium,EUR,1961,,Lower,212,11,0.05188679245283019,,Election
Belgium,EUR,1961,,Upper,175,3,0.017142857142857144,,Election
Belgium,EUR,1965,,Lower,212,7,0.0330188679245283,,Election
Belgium,EUR,1965,,Upper,178,2,0.011235955056179775,,Election
Belgium,EUR,1968,,Lower,212,8,0.03773584905660377,,Election
Belgium,EUR,1968,,Upper,178,0,0,,Election
Belgium,EUR,1971,,Lower,212,6,0.02830188679245283,,Election
Belgium,EUR,1971,,Upper,178,5,0.028089887640449437,,Election
Belgium,EUR,1974,,Lower,212,6,0.02830188679245283,,Election
Belgium,EUR,1974,,Upper,178,5,0.028089887640449437,,Election
Belgium,EUR,1977,,Lower,212,14,0.0660377358490566,,Election
Belgium,EUR,1977,,Upper,181,12,0.06629834254143646,,Election
Belgium,EUR,1978,,Lower,212,15,0.07075471698113207,,Election
Belgium,EUR,1978,,Upper,181,16,0.08839779005524862,,Election
Belgium,EUR,1981,,Lower,212,12,0.05660377358490566,,Election
Belgium,EUR,1981,,Upper,181,21,0.11602209944751381,,Election
Belgium,EUR,1985,,Lower,212,16,0.07547169811320754,,Election
Belgium,EUR,1985,,Upper,184,22,0.11956521739130435,,Election
Belgium,EUR,1987,,Lower,212,18,0.08490566037735849,,Election
Belgium,EUR,1987,,Upper,184,15,0.08152173913043478,,Election
Belgium,EUR,1991,,Lower,212,20,0.09433962264150944,,Election
Belgium,EUR,1991,,Upper,184,20,0.10869565217391304,,Election
Belgium,EUR,1995,,Lower,150,18,0.12,,Election
Belgium,EUR,1995,,Upper,71,16,0.22535211267605634,,Election
Belgium,EUR,1999,March,Lower,150,35,0.23333333333333334,,Election
Belgium,EUR,1999,July,Lower,150,34,0.22666666666666666,,Election
Belgium,EUR,1999,September,Lower,150,35,0.23333333333333334,,Election
Belgium,EUR,1999,March,Upper,71,17,0.23943661971830985,,Election
Belgium,EUR,1999,July,Upper,71,20,0.28169014084507044,,Election
Belgium,EUR,2003,,Lower,150,53,0.35333333333333333,,Election
Belgium,EUR,2003,,Upper,71,23,0.323943661971831,,Election
Belgium,EUR,2007,June,Lower,150,53,0.35333333333333333,,Election
Belgium,EUR,2007,june-June,Upper,40,12,0.3,,Election
Belgium,EUR,2007,June-July,Upper,71,27,0.38028169014084506,"5 women were coopted, 7 women were designated by community councils",Election
Belgium,EUR,2010,,Lower,150,59,0.3933333333333333,,Election
Belgium,EUR,2010,,Upper,71,27,0.38028169014084506,"directly elected 40; other 31: Other: 21 members are designated by the Community Parliaments and 10 members are co-opted. In addition, children of the King over 18 years old are ex officio Senators, at present totalling three.",Election
Belgium,EUR,2014,,Lower,150,59,0.3933333333333333,,Election
Belgium,EUR,2014,,Upper,50,27,0.54,"Indirectly elected: 50 senators of the federal entities designated by Community and Regional Parliaments 
Other: 10 senators - six Dutch-speaking and four French-speaking - co-opted by the senators of the federal entities based on the election results for the House of Representatives. 
The Senate shall not have more than two thirds of its members of the same sex. It shall therefore be composed of at least 20 men and at least 20 women Senators.",Election
Belize,AME,1984,,Lower,28,1,0.03571428571428571,First legislature of Belize after the country became independent on 21 September 1981. Lower house statutory number may be 29 or 30 depending on whether the Speaker was elected from inside or outside the house. Number of lower seats increased to 28.,Election
Belize,AME,1984,,Upper,10,3,0.3,"First legislature of Belize after the country became independent on 21 September 1981. Nine members appointed and a President who is elected from outside the Senate. 

",Election
Belize,AME,1989,,Lower,29,0,0,,Election
Belize,AME,1989,,Upper,10,3,0.3,Nine members appointed and a President who is elected from outside the Senate.,Election
Belize,AME,1993,,Lower,29,1,0.034482758620689655,,Election
Belize,AME,1993,,Upper,10,3,0.3,Nine members appointed and a President who is elected from outside the Senate.,Election
Belize,AME,1998,,Lower,29,2,0.06896551724137931,,Election
Belize,AME,1998,,Upper,8,3,0.375,Nine members appointed and a President who is elected from outside the Senate.,Election
Belize,AME,2003,,Lower,30,1,0.03333333333333333,29 Members appointed and a Speaker who is elected from outside the Senate,Election
Belize,AME,2003,,Upper,13,3,0.23076923076923078,Nine members appointed and a President who is elected from outside the Senate.,Election
Belize,AME,2008,,Lower,32,0,0,31 Members appointed and a Speaker who is elected from outside the Senate,Election
Belize,AME,2008,March - February,Upper,12,3,0.25,"Nine members appointed and a President who is elected from outside the Senate. 4 women members appointed, the speaker, elected from outside the Senate is also a woman.",Election
Belize,AME,2008,March - April,Upper,12,4,0.3333333333333333,,Election
Belize,AME,2008,March - June,Upper,13,5,0.38461538461538464,,Election
Belize,AME,2012,March,Lower,32,1,0.03125,directly elected 31; other 1. Other: the Speaker may be designated from outside parliament and becomes a member of parliament by virtue of holding the office of Speaker.,Election
Belize,AME,2012,,Upper,13,5,0.38461538461538464,Appointed members: Six members are appointed on the advice of the Prime Minister; three on the advice of the Leader of the Opposition; one on the advice of the Belize Council of Churches and the Evangelical Association of Churches; one on the advice of the Belize Chamber of Commerce and Industry and the Belize Business Bureau; and one on the advice of the National Trade Union Congress of Belize and the Civil Society Steering Committee. Other: the Speaker may be designated from outside the Senate and becomes a member of the Senate by virtue of holding the office of Speaker.,Election
Belize,AME,2015,,Lower,31,2,0.06451612903225806,,Election
