Country,Region,Year,Month,election_type,chamber_type,chamber_total_seats,total_women_elected,percent_elected_women,notes
Austria,EUR,1998,,Renewal,Upper,62,13,0.20967741935483872,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,1999,,Renewal,Upper,63,9,0.14285714285714285,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2000,,Renewal,Upper,63,9,0.14285714285714285,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2001,,Renewal,Upper,63,9,0.14285714285714285,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2002,,Renewal,Upper,62,16,0.25806451612903225,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2003,,Renewal,Upper,62,16,0.25806451612903225,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2004,,Renewal,Upper,62,17,0.27419354838709675,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2005,,Renewal,Upper,62,16,0.25806451612903225,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2006,,Renewal,Upper,61,18,0.29508196721311475,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2007,,Renewal,Upper,61,15,0.2459016393442623,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2008,,Renewal,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2009,,Renewal,Upper,61,18,0.29508196721311475,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2010,,Renewal,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2011,,Renewal,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2014,,Renewal,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2015,,Renewal,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2016,,Renewal,Upper,61,18,0.29508196721311475,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2012,,Renewal,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2013,january,Renewal,Upper,61,19,0.3114754098360656,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Austria,EUR,2013,October,Renewal,Upper,62,18,0.2903225806451613,
Austria,EUR,2017,,Renewal,Upper,62,18,0.2903225806451613,Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections
Barbados,AME,2013,,Election,Upper,21,6,0.2857142857142857,
Barbados,AME,2018,May,Election,Lower,30,6,0.2,
Barbados,AME,2018,June,Election,Upper,21,8,0.38095238095238093,
Belarus,EUR,1990,,Election,Single,316,12,0.0379746835443038,The Soviet Supreme of the SSR of Belarus became the first legislature of Belarus after the country became independent on 25 August 1991. Belarus women were previously elected to the Supreme Soviet of the SSR of Belarus and to the Parliament of the USSR
Belarus,EUR,1996,,Election,Lower,110,5,0.045454545454545456,
Belarus,EUR,1997,,Election,Upper,61,19,0.3114754098360656,"The nominal number of seats is 64, but there are 3 vacancies. The President may appoint up to 8 members; only 5 were appointed."
Belarus,EUR,2000,,Election,Lower,97,10,0.10309278350515463,"The nominal number of seats is 110, but there were 13 vacancies. The elections face nation-wide boycotts and the opposition hardly participated. 13 constituencies did not hold elections."
Belarus,EUR,2000,,Election,Upper,62,18,0.2903225806451613,"The nominal number of seats is 64, but there are 2 vacancies. The President may appoint up to 8 members; only 6 were appointed."
Belarus,EUR,2004,,Election,Lower,107,31,0.2897196261682243,
Belarus,EUR,2004,november,Election,Lower,109,32,0.29357798165137616,
Belarus,EUR,2004,,Election,Upper,57,18,0.3157894736842105,"The nominal number of seats is 64, but there are 7 vacancies. The President may appoint up to 8 members; only 1 was appointed."
Belarus,EUR,2008,,Election,Lower,110,35,0.3181818181818182,
Belarus,EUR,2008,,Election,Upper,56,19,0.3392857142857143,"The nominal number of seats is 64, but there are 7 vacancies. The President may appoint up to 8 members; only 1 was appointed."
Belarus,EUR,2012,,Election,Lower,110,29,0.2636363636363636,
Belarus,EUR,2016,,Election,Lower,110,30,0.2727272727272727,
Belarus,EUR,2016,,Election,Upper,58,19,0.3275862068965517,
Belarus,EUR,2012,september,Election,Upper,56,20,0.35714285714285715,
Belarus,EUR,2016,September,Election,Upper,110,38,0.34545454545454546,
Belgium,EUR,1946,,Election,Lower,202,3,0.01485148514851485,
Belgium,EUR,1946,,Election,Upper,167,5,0.029940119760479042,
Belgium,EUR,1949,,Election,Lower,212,5,0.02358490566037736,
Belgium,EUR,1949,,Election,Upper,175,7,0.04,
Belgium,EUR,1950,,Election,Lower,212,7,0.0330188679245283,
Belgium,EUR,1950,,Election,Upper,175,7,0.04,
Belgium,EUR,1954,,Election,Lower,212,9,0.04245283018867924,
Belgium,EUR,1954,,Election,Upper,175,6,0.03428571428571429,
Belgium,EUR,1958,,Election,Lower,212,9,0.04245283018867924,
Belgium,EUR,1958,,Election,Upper,175,6,0.03428571428571429,
Belgium,EUR,1961,,Election,Lower,212,11,0.05188679245283019,
Belgium,EUR,1961,,Election,Upper,175,3,0.017142857142857144,
Belgium,EUR,1965,,Election,Lower,212,7,0.0330188679245283,
Belgium,EUR,1965,,Election,Upper,178,2,0.011235955056179775,
Belgium,EUR,1968,,Election,Lower,212,8,0.03773584905660377,
Belgium,EUR,1968,,Election,Upper,178,0,0,
Belgium,EUR,1971,,Election,Lower,212,6,0.02830188679245283,
Belgium,EUR,1971,,Election,Upper,178,5,0.028089887640449437,
Belgium,EUR,1974,,Election,Lower,212,6,0.02830188679245283,
Belgium,EUR,1974,,Election,Upper,178,5,0.028089887640449437,
Belgium,EUR,1977,,Election,Lower,212,14,0.0660377358490566,
Belgium,EUR,1977,,Election,Upper,181,12,0.06629834254143646,
Belgium,EUR,1978,,Election,Lower,212,15,0.07075471698113207,
Belgium,EUR,1978,,Election,Upper,181,16,0.08839779005524862,
Belgium,EUR,1981,,Election,Lower,212,12,0.05660377358490566,
Belgium,EUR,1981,,Election,Upper,181,21,0.11602209944751381,
Belgium,EUR,1985,,Election,Lower,212,16,0.07547169811320754,
Belgium,EUR,1985,,Election,Upper,184,22,0.11956521739130435,
Belgium,EUR,1987,,Election,Lower,212,18,0.08490566037735849,
Belgium,EUR,1987,,Election,Upper,184,15,0.08152173913043478,
Belgium,EUR,1991,,Election,Lower,212,20,0.09433962264150944,
Belgium,EUR,1991,,Election,Upper,184,20,0.10869565217391304,
Belgium,EUR,1995,,Election,Lower,150,18,0.12,
Belgium,EUR,1995,,Election,Upper,71,16,0.22535211267605634,
Belgium,EUR,1999,March,Election,Lower,150,35,0.23333333333333334,
Belgium,EUR,1999,July,Election,Lower,150,34,0.22666666666666666,
Belgium,EUR,1999,September,Election,Lower,150,35,0.23333333333333334,
Belgium,EUR,1999,March,Election,Upper,71,17,0.23943661971830985,
Belgium,EUR,1999,July,Election,Upper,71,20,0.28169014084507044,
Belgium,EUR,2003,,Election,Lower,150,53,0.35333333333333333,
Belgium,EUR,2003,,Election,Upper,71,23,0.323943661971831,
Belgium,EUR,2007,June,Election,Lower,150,53,0.35333333333333333,
Belgium,EUR,2007,june-June,Election,Upper,40,12,0.3,
Belgium,EUR,2007,June-July,Election,Upper,71,27,0.38028169014084506,"5 women were coopted, 7 women were designated by community councils"
Belgium,EUR,2010,,Election,Lower,150,59,0.3933333333333333,
Belgium,EUR,2010,,Election,Upper,71,27,0.38028169014084506,"directly elected 40; other 31: Other: 21 members are designated by the Community Parliaments and 10 members are co-opted. In addition, children of the King over 18 years old are ex officio Senators, at present totalling three."
Belgium,EUR,2014,,Election,Lower,150,59,0.3933333333333333,
Belgium,EUR,2014,,Election,Upper,50,27,0.54,"Indirectly elected: 50 senators of the federal entities designated by Community and Regional Parliaments 
Other: 10 senators - six Dutch-speaking and four French-speaking - co-opted by the senators of the federal entities based on the election results for the House of Representatives. 
The Senate shall not have more than two thirds of its members of the same sex. It shall therefore be composed of at least 20 men and at least 20 women Senators."
Belize,AME,1984,,Election,Lower,28,1,0.03571428571428571,First legislature of Belize after the country became independent on 21 September 1981. Lower house statutory number may be 29 or 30 depending on whether the Speaker was elected from inside or outside the house. Number of lower seats increased to 28.
Belize,AME,1984,,Election,Upper,10,3,0.3,"First legislature of Belize after the country became independent on 21 September 1981. Nine members appointed and a President who is elected from outside the Senate. 

"
Belize,AME,1989,,Election,Lower,29,0,0,
Belize,AME,1989,,Election,Upper,10,3,0.3,Nine members appointed and a President who is elected from outside the Senate.
Belize,AME,1993,,Election,Lower,29,1,0.034482758620689655,
Belize,AME,1993,,Election,Upper,10,3,0.3,Nine members appointed and a President who is elected from outside the Senate.
Belize,AME,1998,,Election,Lower,29,2,0.06896551724137931,
Belize,AME,1998,,Election,Upper,8,3,0.375,Nine members appointed and a President who is elected from outside the Senate.
Belize,AME,2003,,Election,Lower,30,1,0.03333333333333333,29 Members appointed and a Speaker who is elected from outside the Senate
Belize,AME,2003,,Election,Upper,13,3,0.23076923076923078,Nine members appointed and a President who is elected from outside the Senate.
Belize,AME,2008,,Election,Lower,32,0,0,31 Members appointed and a Speaker who is elected from outside the Senate
Belize,AME,2008,March - February,Election,Upper,12,3,0.25,"Nine members appointed and a President who is elected from outside the Senate. 4 women members appointed, the speaker, elected from outside the Senate is also a woman."
Belize,AME,2008,March - April,Election,Upper,12,4,0.3333333333333333,
Belize,AME,2008,March - June,Election,Upper,13,5,0.38461538461538464,
Belize,AME,2012,March,Election,Lower,32,1,0.03125,directly elected 31; other 1. Other: the Speaker may be designated from outside parliament and becomes a member of parliament by virtue of holding the office of Speaker.
Belize,AME,2012,,Election,Upper,13,5,0.38461538461538464,Appointed members: Six members are appointed on the advice of the Prime Minister; three on the advice of the Leader of the Opposition; one on the advice of the Belize Council of Churches and the Evangelical Association of Churches; one on the advice of the Belize Chamber of Commerce and Industry and the Belize Business Bureau; and one on the advice of the National Trade Union Congress of Belize and the Civil Society Steering Committee. Other: the Speaker may be designated from outside the Senate and becomes a member of the Senate by virtue of holding the office of Speaker.
Belize,AME,2015,,Election,Lower,31,2,0.06451612903225806,
